0,1,2,3,4,5,6,7,8,9
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Notorious (1946),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Guess Who's Coming to Dinner (1967),"Outlaw Josey Wales, The (1976)","Day of the Doctor, The (2013)"
"Shawshank Redemption, The (1994)",Ghost in the Shell (Kôkaku kidôtai) (1995),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Notorious (1946),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),Kelly's Heroes (1970),"Three Billboards Outside Ebbing, Missouri (2017)"
Hoop Dreams (1994),Ghost in the Shell (Kôkaku kidôtai) (1995),"Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Goodfellas (1990),Guess Who's Coming to Dinner (1967),"Day of the Doctor, The (2013)","Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Paths of Glory (1957),Lawrence of Arabia (1962),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Fight Club (1999),Man Bites Dog (C'est arrivé près de chez vous) (1992),Guess Who's Coming to Dinner (1967),Grave of the Fireflies (Hotaru no haka) (1988),"Departed, The (2006)","Three Billboards Outside Ebbing, Missouri (2017)"
Pulp Fiction (1994),"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Rebecca (1940),To Catch a Thief (1955),Lawrence of Arabia (1962),Fight Club (1999),Double Indemnity (1944),In Bruges (2008),"Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),Guess Who's Coming to Dinner (1967),"Day of the Doctor, The (2013)","Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Godfather, The (1972)","Philadelphia Story, The (1940)",Paths of Glory (1957),Lawrence of Arabia (1962),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Yojimbo (1961),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Godfather, The (1972)","Philadelphia Story, The (1940)",Rear Window (1954),"Streetcar Named Desire, A (1951)",Lawrence of Arabia (1962),Man Bites Dog (C'est arrivé près de chez vous) (1992),Guess Who's Coming to Dinner (1967),Grave of the Fireflies (Hotaru no haka) (1988),"Three Billboards Outside Ebbing, Missouri (2017)"
Secrets & Lies (1996),"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)","Celebration, The (Festen) (1998)",Never Cry Wolf (1983),Guess Who's Coming to Dinner (1967),"Hustler, The (1961)",Witness for the Prosecution (1957),Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),In Bruges (2008),Paperman (2012)
"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),Grave of the Fireflies (Hotaru no haka) (1988),"Three Billboards Outside Ebbing, Missouri (2017)"
In the Name of the Father (1993),"Philadelphia Story, The (1940)","Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),Guess Who's Coming to Dinner (1967),There Will Be Blood (2007),"Day of the Doctor, The (2013)","Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Godfather, The (1972)",Notorious (1946),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),Mary and Max (2009),"Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",Rear Window (1954),Notorious (1946),Goodfellas (1990),Cool Hand Luke (1967),Double Indemnity (1944),"Outlaw Josey Wales, The (1976)",Spotlight (2015),"Three Billboards Outside Ebbing, Missouri (2017)"
Hoop Dreams (1994),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",Rear Window (1954),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",His Girl Friday (1940),Paths of Glory (1957),Lawrence of Arabia (1962),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Fight Club (1999),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Rear Window (1954),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Man Bites Dog (C'est arrivé près de chez vous) (1992),Guess Who's Coming to Dinner (1967),"Hustler, The (1961)"
"Shawshank Redemption, The (1994)",Wallace & Gromit: The Best of Aardman Animation (1996),Ghost in the Shell (Kôkaku kidôtai) (1995),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Guess Who's Coming to Dinner (1967)
"Godfather, The (1972)",Casablanca (1942),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),Touch of Evil (1958),Fight Club (1999),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)","Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),Guess Who's Coming to Dinner (1967),Grave of the Fireflies (Hotaru no haka) (1988),"Three Billboards Outside Ebbing, Missouri (2017)"
Pulp Fiction (1994),"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Godfather, The (1972)","Philadelphia Story, The (1940)",Lawrence of Arabia (1962),Man Bites Dog (C'est arrivé près de chez vous) (1992),Guess Who's Coming to Dinner (1967),Grave of the Fireflies (Hotaru no haka) (1988),"Three Billboards Outside Ebbing, Missouri (2017)"
Ghost in the Shell (Kôkaku kidôtai) (1995),"Godfather, The (1972)","Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Touch of Evil (1958),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
"Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),Guess Who's Coming to Dinner (1967),Grave of the Fireflies (Hotaru no haka) (1988),"Day of the Doctor, The (2013)","Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Ghost in the Shell (Kôkaku kidôtai) (1995),Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Notorious (1946),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Guess Who's Coming to Dinner (1967),"Hustler, The (1961)","Day of the Doctor, The (2013)"
Ghost in the Shell (Kôkaku kidôtai) (1995),"Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Lawrence of Arabia (1962),Ran (1985),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Guess Who's Coming to Dinner (1967),"Hustler, The (1961)","Three Billboards Outside Ebbing, Missouri (2017)"
Ghost in the Shell (Kôkaku kidôtai) (1995),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Lawrence of Arabia (1962),Cool Hand Luke (1967),Guess Who's Coming to Dinner (1967),"Outlaw Josey Wales, The (1976)","Three Billboards Outside Ebbing, Missouri (2017)"
Ghost in the Shell (Kôkaku kidôtai) (1995),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),Kelly's Heroes (1970),"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)","Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",Rear Window (1954),My Fair Lady (1964),His Girl Friday (1940),"Streetcar Named Desire, A (1951)","Princess Bride, The (1987)",Guess Who's Coming to Dinner (1967),Grave of the Fireflies (Hotaru no haka) (1988)
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Godfather, The (1972)",Rear Window (1954),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),Grave of the Fireflies (Hotaru no haka) (1988),"Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)","Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),Guess Who's Coming to Dinner (1967),"Day of the Doctor, The (2013)","Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Rear Window (1954),Notorious (1946),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Ran (1985),Lifeboat (1944),"Hustler, The (1961)",Grave of the Fireflies (Hotaru no haka) (1988),"Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Goodfellas (1990),Ran (1985),Life Is Beautiful (La Vita è bella) (1997),Witness for the Prosecution (1957),Submarine (2010),"Day of the Doctor, The (2013)","Three Billboards Outside Ebbing, Missouri (2017)"
Pulp Fiction (1994),"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Ran (1985),In Bruges (2008),"Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Ghost in the Shell (Kôkaku kidôtai) (1995),"Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Ran (1985),Man Bites Dog (C'est arrivé près de chez vous) (1992),Guess Who's Coming to Dinner (1967),Mary and Max (2009)
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",Rear Window (1954),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Ran (1985),Man Bites Dog (C'est arrivé près de chez vous) (1992),Gallipoli (1981),"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)"
Ghost in the Shell (Kôkaku kidôtai) (1995),Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Harold and Maude (1971),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Guess Who's Coming to Dinner (1967),"Hustler, The (1961)",Hedwig and the Angry Inch (2000),"Day of the Doctor, The (2013)"
Wallace & Gromit: The Best of Aardman Animation (1996),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Godfather, The (1972)",Rear Window (1954),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),Grave of the Fireflies (Hotaru no haka) (1988),"Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Rear Window (1954),His Girl Friday (1940),Paths of Glory (1957),Lawrence of Arabia (1962),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Yojimbo (1961),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",Rear Window (1954),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
Pulp Fiction (1994),"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Touch of Evil (1958),Fight Club (1999),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
Ghost in the Shell (Kôkaku kidôtai) (1995),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),"Hustler, The (1961)","Day of the Doctor, The (2013)","Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",Rear Window (1954),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),Guess Who's Coming to Dinner (1967),"Day of the Doctor, The (2013)","Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)","Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),Yojimbo (1961),Guess Who's Coming to Dinner (1967),"Day of the Doctor, The (2013)","Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",His Girl Friday (1940),Secrets & Lies (1996),"Streetcar Named Desire, A (1951)",Lawrence of Arabia (1962),Man Bites Dog (C'est arrivé près de chez vous) (1992),Guess Who's Coming to Dinner (1967),Grave of the Fireflies (Hotaru no haka) (1988),"Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",Notorious (1946),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Lawrence of Arabia (1962),Man Bites Dog (C'est arrivé près de chez vous) (1992),Guess Who's Coming to Dinner (1967),"Outlaw Josey Wales, The (1976)","Three Billboards Outside Ebbing, Missouri (2017)"
Pulp Fiction (1994),"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Godfather, The (1972)","Streetcar Named Desire, A (1951)",Lawrence of Arabia (1962),"Grand Day Out with Wallace and Gromit, A (1989)","Boondock Saints, The (2000)",Guess Who's Coming to Dinner (1967),"Day of the Doctor, The (2013)"
Pulp Fiction (1994),"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Godfather, The (1972)","Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),Fight Club (1999),"Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),"Day of the Doctor, The (2013)","Three Billboards Outside Ebbing, Missouri (2017)"
Ghost in the Shell (Kôkaku kidôtai) (1995),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),His Girl Friday (1940),Secrets & Lies (1996),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Ran (1985),Guess Who's Coming to Dinner (1967),"Day of the Doctor, The (2013)","Three Billboards Outside Ebbing, Missouri (2017)"
